Time	[IRS1]	[IRS1a]	[pIRS1]	[PI3K]	[pPI3K]	[PIP2]	[PIP3]	[PDK1]	[PDK1_PIP3]	[Akt]	[Akt_PIP3]	[pAkt]	[Akti]	[TSC2]	[pTSC2]	[RhebGDP]	[RhebGTP]	[ppPras40]	[mTORC1cyt]	[mTORC1_Pras40cyt]	[mTORC1lys]	[RAG_GDP]	[RAG_GTP]	[mTORC1i]	[mTORC1ii]	[mTORC1iii]	[mTORC1iv]	[FourEBP1]	[pFourEBP1]	[S6K]	[pS6K]	[AMPK]	[pAMPKi]	[pAMPK]	[CaMKK2a]	[CaMKK2]	[LKB1a]	[LKB1]	[RTK]	[pRTK]	[Sos]	[pRTKa]	[Raf]	[pRaf]	[Mek]	[pMek]	[Erk]	[pErk]	[Meki]	[PLCeps]	[pPLCeps]	[IP3]	[DAG]	[IpR]	[IpRa]	[Ca2]	[Rapamycin]	[MK2206]	[RasGDP]	[RasGTP]	[pmTORC1]	[pSos]	Values[Insulin]	Values[AA]	Values[AZD]	Values[EGF]	Values[kIRS1In]	Values[kIRS1Out]	Values[kIRS1Act]	Values[kIRS1Inact]	Values[kIRS1Phos]	Values[kIRS1Dephos]	Values[kPI3KPhos]	Values[kPI3KDephos]	Values[kPIPPhos]	Values[kPIPDephos]	Values[kPDK1BindPIP3]	Values[kPDK1UnbindPIP3]	Values[kAktBindPIP3]	Values[kAktUnbindPIP3]	Values[kAktPhos]	Values[kAktDephos]	Values[kAktBindMK]	Values[kTSC2Phos]	Values[kTSC2Dephos]	Values[kRhebPhos]	Values[kRhebDephos]	Values[kmTORC1BindPras40]	Values[kmTORC1UnbindPras40]	Values[kmTORC1CytToLys]	Values[kmTORC1LysToCyt]	Values[kRAGPhos]	Values[kRAGDephos]	Values[kmTORC1Phos]	Values[kmTORC1Dephos]	Values[kmTORC1BindRapa]	Values[kmTORC1UnbindRapa]	Values[k4EBP1Phos]	Values[k4EBP1Dephos]	Values[kS6KPhos]	Values[kS6KDehos]	Values[kAMPKInhibPhosByAkt]	Values[kAMPKInhibPhosByS6K]	Values[kAMPKDephos]	Values[kAMPKActPhos]	Values[kAMPKActDephos]	Values[kCaMKK2Act]	Values[kCaMKK2Inact]	Values[kLKB1Act]	Values[kLKB1Inact]	Values[kTKRBindEGF]	Values[kTKRUnbindEGF]	Values[kTKRBindSOS]	Values[kTKRUnbindSOS]	Values[kSOSPhos]	Values[kSOSDephos]	Values[kRasLoad]	Values[kRasUnload]	Values[kRafPhos]	Values[kRafDephos]	Values[kMekPhos]	Values[kMekDephos]	Values[kErkPhos]	Values[kErkDephos]	Values[kMekBindAzd]	Values[kMekUnbindAzd]	Values[kPLCPhos]	Values[kPLCDephos]	Values[kPIP2Break]	Values[kPIP2form]	Values[kIP3BindIpR]	Values[kIP3UnbindIpR]	Values[kCa2In]	Values[kCa2Out]
21	8.01194	6.74141	0.0025637	1.32372	8.67828	10.0013	0.000159776	10.0005	0.00154882	10.0011	0.00180526	0.000124819	0	9.99929	0.00270958	10.002	0	0.00867954	0.0124188	9.99232	0.000260793	10.0019	0.000120186	0	0	0	0	10.0017	0.00025856	10.0017	0.00025856	9.91055	0.00783235	0.0836146	0.0131107	9.98789	0.000122456	10.0019	10.001	0	9.9583	0	10.0019	0.000122456	9.99229	0.00970777	9.99483	0.007173	0	10.0019	0.000122456	0.000181758	0.00108729	10.0001	0.00180553	0.00166976	0	0	10.002	0	8.27885e-13	0.0436989	1	0	0	0	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.01	0.1	0.1	0.1	0.1	0.1	0.001	0.1	0.1	0.1	0.1	0.1
22	8.08283	6.8656	0.00247891	1.30022	8.70178	10.0013	0.000159603	10.0004	0.00155341	10.0011	0.0017965	0.000113206	0	9.99944	0.00256479	10.002	0	0.00878746	0.0125513	9.99221	0.000236111	10.0019	0.000108613	0	0	0	0	10.0018	0.000233955	10.0018	0.000233955	9.90638	0.00743085	0.0881873	0.0134565	9.98754	0.000110803	10.0019	10.001	0	9.95554	0	10.0019	0.000110803	9.99218	0.00981709	9.99458	0.00741911	0	10.0019	0.000110803	0.000181756	0.00108843	10.0001	0.00180667	0.00168274	0	0	10.002	0	3.07499e-13	0.0464566	1	0	0	0	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.01	0.1	0.1	0.1	0.1	0.1	0.001	0.1	0.1	0.1	0.1	0.1
23	8.15188	6.98464	0.00238962	1.27862	8.72338	10.0013	0.000159378	10.0004	0.00155737	10.0011	0.00178732	0.000102699	0	9.99958	0.00242328	10.002	0	0.0088841	0.0126703	9.99212	0.000213766	10.0019	9.81535e-05	0	0	0	0	10.0018	0.000211691	10.0018	0.000211691	9.90233	0.00703496	0.0926352	0.013781	9.98722	0.000100259	10.0019	10.001	0	9.95282	0	10.0019	0.000100259	9.99208	0.00991501	9.99435	0.00765161	0	10.0019	0.000100259	0.000181754	0.00108947	10.0001	0.00180771	0.00169458	0	0	10.002	0	1.14028e-13	0.0491765	1	0	0	0	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.01	0.1	0.1	0.1	0.1	0.1	0.001	0.1	0.1	0.1	0.1	0.1
24	8.21898	7.09885	0.00229711	1.25868	8.74332	10.0013	0.000159106	10.0004	0.00156071	10.0011	0.00177783	9.31901e-05	0	9.99971	0.00228573	10.002	0	0.00897052	0.012777	9.99203	0.000193536	10.0019	8.87e-05	0	0	0	0	10.0018	0.000191546	10.0018	0.000191546	9.8984	0.00664726	0.0969508	0.0140854	9.98691	9.0718e-05	10.0019	10.001	0	9.95015	0	10.0019	9.0718e-05	9.992	0.0100026	9.99413	0.00787077	0	10.0019	9.0718e-05	0.000181752	0.0010904	10.0001	0.00180865	0.00170539	0	0	10.002	0	4.24507e-14	0.0518494	1	0	0	0	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.01	0.1	0.1	0.1	0.1	0.1	0.001	0.1	0.1	0.1	0.1	0.1
25	8.28404	7.20848	0.0022025	1.24019	8.76181	10.0013	0.000158793	10.0004	0.00156346	10.0011	0.00176811	8.45854e-05	0	9.99985	0.00215266	10.002	0	0.00904771	0.0128725	9.99195	0.000175222	10.0019	8.01563e-05	0	0	0	0	10.0018	0.000173318	10.0018	0.000173318	9.8946	0.00626979	0.101128	0.0143706	9.98663	8.2085e-05	10.0019	10.001	0	9.94753	0	10.0019	8.2085e-05	9.99192	0.0100809	9.99392	0.00807692	0	10.0019	8.2085e-05	0.000181751	0.00109124	10.0001	0.00180949	0.00171526	0	0	10.002	0	1.58891e-14	0.0544672	1	0	0	0	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.01	0.1	0.1	0.1	0.1	0.1	0.001	0.1	0.1	0.1	0.1	0.1
26	8.34705	7.31378	0.00210678	1.22301	8.77899	10.0013	0.000158442	10.0004	0.00156562	10.0012	0.00175822	7.67986e-05	0	9.99998	0.00202447	10.002	0	0.00911654	0.0129579	9.99188	0.000158641	10.0019	7.24348e-05	0	0	0	0	10.0018	0.000156825	10.0018	0.000156825	9.89093	0.00590413	0.105162	0.0146376	9.98636	7.42737e-05	10.0019	10.001	0	9.94498	0	10.0019	7.42737e-05	9.99185	0.0101506	9.99373	0.00827047	0	10.0019	7.42737e-05	0.000181749	0.00109201	10.0001	0.00181026	0.00172427	0	0	10.002	0	5.85165e-15	0.057023	1	0	0	0	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.01	0.1	0.1	0.1	0.1	0.1	0.001	0.1	0.1	0.1	0.1	0.1
27	8.40798	7.41497	0.0020108	1.20699	8.79501	10.0014	0.000158057	10.0004	0.00156724	10.0012	0.00174821	6.97517e-05	0	10.0001	0.00190144	10.002	0	0.00917781	0.0130342	9.99182	0.000143629	10.0019	6.54566e-05	0	0	0	0	10.0019	0.000141901	10.0019	0.000141901	9.8874	0.00555145	0.109051	0.0148872	9.98611	6.72056e-05	10.0019	10.001	0	9.94249	0	10.0019	6.72056e-05	9.99179	0.0102127	9.99355	0.00845184	0	10.0019	6.72056e-05	0.000181747	0.00109269	10.0001	0.00181095	0.00173248	0	0	10.002	0	2.15559e-15	0.0595108	1	0	0	0	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.01	0.1	0.1	0.1	0.1	0.1	0.001	0.1	0.1	0.1	0.1	0.1
28	8.46686	7.51224	0.00191528	1.19202	8.80998	10.0014	0.000157642	10.0004	0.00156831	10.0012	0.00173814	6.3374e-05	0	10.0002	0.00178373	10.002	0	0.00923223	0.0131022	9.99177	0.000130039	10.0019	5.91503e-05	0	0	0	0	10.0019	0.000128397	10.0019	0.000128397	9.884	0.0052126	0.112791	0.0151206	9.98588	6.08102e-05	10.0019	10.001	0	9.94007	0	10.0019	6.08102e-05	9.99173	0.0102679	9.99338	0.00862149	0	10.0019	6.08102e-05	0.000181745	0.00109331	10.0001	0.00181157	0.00173998	0	0	10.002	0	7.87562e-16	0.0619258	1	0	0	0	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.01	0.1	0.1	0.1	0.1	0.1	0.001	0.1	0.1	0.1	0.1	0.1
29	8.5237	7.60576	0.00182084	1.17801	8.82399	10.0014	0.0001572	10.0004	0.00156888	10.0012	0.00172805	5.76019e-05	0	10.0003	0.00167146	10.002	0	0.00928047	0.0131627	9.99172	0.000117734	10.0019	5.34512e-05	0	0	0	0	10.0019	0.000116179	10.0019	0.000116179	9.88073	0.00488816	0.116383	0.0153385	9.98566	5.50234e-05	10.0019	10.001	0	9.93774	0	10.0019	5.50234e-05	9.99168	0.0103168	9.99322	0.00877993	0	10.0019	5.50234e-05	0.000181743	0.00109387	10.0001	0.00181213	0.00174682	0	0	10.002	0	2.82594e-16	0.0642641	1	0	0	0	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.01	0.1	0.1	0.1	0.1	0.1	0.001	0.1	0.1	0.1	0.1	0.1
30	8.57854	7.6957	0.001728	1.16486	8.83714	10.0014	0.000156735	10.0004	0.00156896	10.0012	0.00171796	5.23776e-05	0	10.0004	0.00156465	10.002	0	0.0093231	0.0132165	9.99168	0.000106594	10.002	4.83008e-05	0	0	0	0	10.0019	0.000105123	10.0019	0.000105123	9.8776	0.00457846	0.119826	0.0155418	9.98546	4.97872e-05	10.002	10.001	0	9.93548	0	10.002	4.97872e-05	9.99164	0.0103599	9.99307	0.00892763	0	10.002	4.97872e-05	0.000181742	0.00109437	10.0001	0.00181263	0.00175306	0	0	10.002	0	8.68775e-17	0.0665226	1	0	0	0	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.01	0.1	0.1	0.1	0.1	0.1	0.001	0.1	0.1	0.1	0.1	0.1
31	8.63144	7.78222	0.00163717	1.15252	8.84948	10.0014	0.000156247	10.0004	0.00156858	10.0012	0.00170791	4.76489e-05	0	10.0005	0.00146328	10.002	0	0.00936066	0.0132642	9.99164	9.65079e-05	10.002	4.36466e-05	0	0	0	0	10.0019	9.51189e-05	10.0019	9.51189e-05	9.8746	0.00428364	0.123121	0.0157314	9.98527	4.50493e-05	10.002	10.001	0	9.9333	0	10.002	4.50493e-05	9.9916	0.0103979	9.99293	0.00906512	0	10.002	4.50493e-05	0.00018174	0.00109483	10.0001	0.00181309	0.00175875	0	0	10.002	0	7.89205e-17	0.068699	1	0	0	0	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.01	0.1	0.1	0.1	0.1	0.1	0.001	0.1	0.1	0.1	0.1	0.1
32	8.68243	7.86544	0.00154871	1.14091	8.86109	10.0014	0.000155741	10.0004	0.00156776	10.0013	0.00169791	4.33686e-05	0	10.0006	0.00136727	10.002	0	0.00939364	0.0133063	9.99161	8.73764e-05	10.002	3.94406e-05	0	0	0	0	10.0019	8.60672e-05	10.0019	8.60672e-05	9.87173	0.00400366	0.12627	0.0159081	9.98509	4.07623e-05	10.002	10.001	0	9.93121	0	10.002	4.07623e-05	9.99157	0.0104313	9.99281	0.00919289	0	10.002	4.07623e-05	0.000181738	0.00109524	10.0001	0.0018135	0.00176394	0	0	10.002	0	7.38772e-17	0.0707917	1	0	0	0	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.01	0.1	0.1	0.1	0.1	0.1	0.001	0.1	0.1	0.1	0.1	0.1
33	8.73157	7.94552	0.0014629	1.12997	8.87203	10.0015	0.000155218	10.0004	0.00156653	10.0013	0.00168799	3.9494e-05	0	10.0007	0.00127652	10.002	0	0.00942246	0.0133434	9.99158	7.91089e-05	10.002	3.56398e-05	0	0	0	0	10.0019	7.78768e-05	10.0019	7.78768e-05	9.86899	0.00373839	0.129276	0.0160727	9.98493	3.68832e-05	10.002	10.001	0	9.9292	0	10.002	3.68832e-05	9.99154	0.0104604	9.99269	0.00931146	0	10.002	3.68832e-05	0.000181736	0.00109561	10.0001	0.00181387	0.00176868	0	0	10.002	0	-7.69924e-18	0.0727997	1	0	0	0	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.01	0.1	0.1	0.1	0.1	0.1	0.001	0.1	0.1	0.1	0.1	0.1
34	8.77892	8.02257	0.00137995	1.11966	8.88234	10.0015	0.000154679	10.0004	0.00156491	10.0013	0.00167816	3.59864e-05	0	10.0008	0.00119091	10.002	0	0.00944754	0.0133759	9.99155	7.16237e-05	10.002	3.22052e-05	0	0	0	0	10.0019	7.04658e-05	10.0019	7.04658e-05	9.86637	0.00348755	0.13214	0.0162258	9.98477	3.33733e-05	10.002	10.001	0	9.92728	0	10.002	3.33733e-05	9.99151	0.0104856	9.99258	0.00942131	0	10.002	3.33733e-05	0.000181734	0.00109594	10.0001	0.0018142	0.00177299	0	0	10.002	0	2.27481e-17	0.0747228	1	0	0	0	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.01	0.1	0.1	0.1	0.1	0.1	0.001	0.1	0.1	0.1	0.1	0.1
35	8.82454	8.09672	0.00130002	1.10992	8.89208	10.0015	0.000154127	10.0004	0.00156293	10.0013	0.00166843	3.28109e-05	0	10.0009	0.00111027	10.002	0	0.00946922	0.0134044	9.99153	6.48469e-05	10.002	2.91014e-05	0	0	0	0	10.0019	6.37601e-05	10.0019	6.37601e-05	9.86388	0.00325081	0.134867	0.0163683	9.98463	3.01974e-05	10.002	10.001	0	9.92544	0	10.002	3.01974e-05	9.99149	0.0105074	9.99248	0.00952292	0	10.002	3.01974e-05	0.000181733	0.00109623	10.0001	0.0018145	0.00177693	0	0	10.002	0	2.43046e-16	0.0765609	1	0	0	0	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.01	0.1	0.1	0.1	0.1	0.1	0.001	0.1	0.1	0.1	0.1	0.1
36	8.86847	8.16807	0.00122323	1.10072	8.90128	10.0015	0.000153564	10.0004	0.0015606	10.0013	0.00165881	2.99358e-05	0	10.001	0.00103442	10.002	0	0.00948782	0.0134291	9.99151	5.87112e-05	10.002	2.62968e-05	0	0	0	0	10.0019	5.76926e-05	10.0019	5.76926e-05	9.86151	0.00302775	0.137459	0.0165008	9.9845	2.73238e-05	10.002	10.001	0	9.92369	0	10.002	2.73238e-05	9.99147	0.010526	9.99238	0.00961678	0	10.002	2.73238e-05	0.000181731	0.0010965	10.0001	0.00181477	0.00178052	0	0	10.002	0	1.90096e-16	0.0783147	1	0	0	0	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.01	0.1	0.1	0.1	0.1	0.1	0.001	0.1	0.1	0.1	0.1	0.1
37	8.91078	8.23674	0.00114964	1.09202	8.90998	10.0015	0.00015299	10.0004	0.00155796	10.0013	0.00164931	2.73324e-05	0	10.001	0.000963195	10.002	0	0.00950365	0.0134505	9.9915	5.31561e-05	10.002	2.37624e-05	0	0	0	0	10.0019	5.22024e-05	10.0019	5.22024e-05	9.85926	0.00281793	0.139921	0.0166239	9.98438	2.47236e-05	10.002	10.001	0	9.92201	0	10.002	2.47236e-05	9.99146	0.0105419	9.9923	0.00970332	0	10.002	2.47236e-05	0.000181729	0.00109674	10.0001	0.00181501	0.00178379	0	0	10.002	0	5.57745e-17	0.0799851	1	0	0	0	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.01	0.1	0.1	0.1	0.1	0.1	0.001	0.1	0.1	0.1	0.1	0.1
38	8.95152	8.30283	0.0010793	1.08378	8.91822	10.0015	0.000152407	10.0004	0.00155501	10.0013	0.00163993	2.4975e-05	0	10.0011	0.000896389	10.002	0	0.00951696	0.0134688	9.99148	4.81265e-05	10.002	2.14722e-05	0	0	0	0	10.002	4.72347e-05	10.002	4.72347e-05	9.85712	0.00262083	0.142256	0.0167382	9.98426	2.23708e-05	10.002	10.001	0	9.92043	0	10.002	2.23708e-05	9.99144	0.0105551	9.99222	0.009783	0	10.002	2.23708e-05	0.000181727	0.00109696	10.0001	0.00181523	0.00178677	0	0	10.002	0	1.99911e-17	0.0815735	1	0	0	0	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.01	0.1	0.1	0.1	0.1	0.1	0.001	0.1	0.1	0.1	0.1	0.1
39	8.99075	8.36643	0.00101221	1.07597	8.92603	10.0015	0.000151816	10.0004	0.00155179	10.0013	0.00163066	2.284e-05	0	10.0012	0.000833806	10.002	0	0.00952799	0.0134844	9.99147	4.35728e-05	10.002	1.94026e-05	0	0	0	0	10.002	4.27397e-05	10.002	4.27397e-05	9.85509	0.00243594	0.144469	0.0168443	9.98416	2.0242e-05	10.002	10.001	0	9.91892	0	10.002	2.0242e-05	9.99143	0.010566	9.99214	0.00985623	0	10.002	2.0242e-05	0.000181725	0.00109715	10.0001	0.00181542	0.00178949	0	0	10.002	0	7.42953e-18	0.0830813	1	0	0	0	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.01	0.1	0.1	0.1	0.1	0.1	0.001	0.1	0.1	0.1	0.1	0.1
40	9.02853	8.42765	0.000948363	1.06857	8.93343	10.0016	0.000151218	10.0005	0.0015483	10.0014	0.00162153	2.09064e-05	0	10.0012	0.000775246	10.002	0	0.00953697	0.0134975	9.99146	3.945e-05	10.002	1.75326e-05	0	0	0	0	10.002	3.86725e-05	10.002	3.86725e-05	9.85317	0.00226272	0.146564	0.0169428	9.98406	1.83157e-05	10.002	10.001	0	9.91749	0	10.002	1.83157e-05	9.99143	0.0105748	9.99208	0.00992342	0	10.002	1.83157e-05	0.000181723	0.00109732	10.0001	0.0018156	0.00179197	0	0	10.002	0	2.77311e-18	0.0845105	1	0	0	0	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.01	0.1	0.1	0.1	0.1	0.1	0.001	0.1	0.1	0.1	0.1	0.1
41	9.06489	8.48657	0.000887708	1.06154	8.94046	10.0016	0.000150614	10.0005	0.00154458	10.0014	0.00161251	1.91548e-05	0	10.0013	0.000720508	10.002	0	0.00954409	0.0135084	9.99146	3.57173e-05	10.002	1.58427e-05	0	0	0	0	10.002	3.49923e-05	10.002	3.49923e-05	9.85135	0.00210062	0.148546	0.0170342	9.98397	1.65727e-05	10.002	10.001	0	9.91614	0	10.002	1.65727e-05	9.99142	0.0105817	9.99202	0.00998495	0	10.002	1.65727e-05	0.000181722	0.00109748	10.0001	0.00181576	0.00179422	0	0	10.002	0	1.03577e-18	0.085863	1	0	0	0	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.01	0.1	0.1	0.1	0.1	0.1	0.001	0.1	0.1	0.1	0.1	0.1
